Cottonking Pvt. Ltd. -WH,,,,,,,,,,,,,,,,,,,,,,
STOCK REPORT,,,,,,,,,,,,,,,,,,,,,,
From Date : 12-Mar-2012 To : 12-Mar-2012,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , ,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD, ,
ITEM CODE,MRP,Basic Product,Product Specification,Size,Design No.,Production Type,OPENING STOCK,INIT QTY.,CUSTOMER RETURN,STOCK TRN IN,GRN QTY.,QDN/ADJ+,PHYSICAL STOCK (STOCK TAKE) EXCESS,TOTAL RECEIPTS,SOLD QTY.,TR OUT QTY,STOCK DELIVERY,QDN/ADJ-,PHYSICAL STOCK (STOCK TAKE) SHORTAGE,TOTAL OUTWARD,BALANCE STOCK,VALUE
0010080000326,645,Casual Shirt,FS,M,6561,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000327,645,Casual Shirt,FS,L,6561,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000328,645,Casual Shirt,FS,XL,6561,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000329,645,Casual Shirt,FS,M,6562,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000330,645,Casual Shirt,FS,XL,6562,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000333,645,Casual Shirt,FS,L,6562,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000334,645,Casual Shirt,FS,L,6660,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000335,645,Casual Shirt,FS,XL,6660,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000336,645,Casual Shirt,FS,M,6660,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000337,645,Casual Shirt,FS,L,6661,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000343,595,Casual Shirt,FS,XL,6731,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000344,595,Casual Shirt,HS,M,6741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000345,595,Casual Shirt,HS,XXL,6741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000346,595,Casual Shirt,HS,XL,6741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000348,595,Casual Shirt,HS,L,6741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000352,695,Casual Shirt,FS,M,6900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000353,695,Casual Shirt,FS,L,6900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000354,695,Casual Shirt,FS,XL,6900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000355,550,Casual Shirt,FS,M,6901,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000356,550,Casual Shirt,FS,XL,6901,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000359,695,Casual Shirt,HS,XL,7080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000361,695,Casual Shirt,FS,XL,7080,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000363,695,Casual Shirt,HS,XL,7080,DEFECTIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000374,695,Casual Shirt,HS,XL,7082,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000377,695,Casual Shirt,HS,M,7083,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000383,645,Casual Shirt,FS,XL,6935,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000384,645,Casual Shirt,FS,L,6935,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000385,645,Casual Shirt,FS,M,6935,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000392,645,Casual Shirt,FS,L,3970,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000406,550,Casual Shirt,HS,XL,7288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000409,550,Casual Shirt,HS,XXL,7288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000410,550,Casual Shirt,HS,L,7288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000411,550,Casual Shirt,FS,M,7288,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000415,695,Casual Shirt,FS,L,7234,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000416,695,Casual Shirt,FS,XL,7234,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000420,695,Casual Shirt,FS,XL,7167,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000422,695,Casual Shirt,FS,L,7167,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000423,695,Casual Shirt,HS,XL,7170,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000424,695,Casual Shirt,HS,L,7170,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000425,695,Casual Shirt,HS,M,7170,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000426,695,Casual Shirt,HS,M,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000427,695,Casual Shirt,HS,XXL,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000428,695,Casual Shirt,FS,L,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000429,695,Casual Shirt,HS,L,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000430,695,Casual Shirt,FS,XL,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000432,695,Casual Shirt,HS,XL,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000433,695,Casual Shirt,FS,M,7216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000436,695,Casual Shirt,HS,XL,7259,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000440,695,Casual Shirt,HS,XL,7261,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000443,695,Casual Shirt,HS,M,7261,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000449,695,Casual Shirt,FS,XL,7267,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000452,695,Casual Shirt,HS,L,7267,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000457,645,Casual Shirt,HS,M,7188,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000460,645,Casual Shirt,FS,L,7188,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000461,645,Casual Shirt,HS,L,7188,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000469,645,Casual Shirt,FS,L,7194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000470,645,Casual Shirt,HS,L,7194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000472,645,Casual Shirt,FS,XL,7194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000473,645,Casual Shirt,HS,M,7194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000475,645,Casual Shirt,HS,XXL,7194,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000478,695,Casual Shirt,FS,XL,7197,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000479,695,Casual Shirt,HS,XXL,7197,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000480,695,Casual Shirt,HS,L,7197,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000483,645,Casual Shirt,FS,L,4196,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000484,645,Casual Shirt,FS,M,4196,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000495,695,Casual Shirt,FS,L,7394,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000524,550,Casual Shirt,HS,L,7508,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000525,550,Casual Shirt,HS,M,7508,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000528,645,Casual Shirt,FS,XL,7375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000529,645,Casual Shirt,FS,L,7375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000530,645,Casual Shirt,FS,M,7375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000531,695,Casual Shirt,HS,M,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000532,695,Casual Shirt,FS,XL,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000533,695,Casual Shirt,FS,L,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000534,695,Casual Shirt,FS,M,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000535,695,Casual Shirt,HS,L,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000536,695,Casual Shirt,HS,XL,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000537,695,Casual Shirt,HS,XXL,7476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000538,645,Casual Shirt,HS,39,7984,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000539,695,Casual Shirt,HS,39,7698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000540,695,Casual Shirt,HS,40,7698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000544,745,Casual Shirt,FS,42,8237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000545,695,Casual Shirt,HS,42,7698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000941,550,Casual Shirt,HS,42,7548,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001229,550,Casual Shirt,HS,39,5440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001236,550,Casual Shirt,HS,42,5440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001238,695,Casual Shirt,HS,40,5748,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001242,550,Casual Shirt,HS,40,5440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001249,550,Casual Shirt,HS,44,5440,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001250,645,Casual Shirt,HS,42,5388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001252,575,Casual Shirt,FS,40,5594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001254,645,Casual Shirt,FS,40,5936,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001259,645,Casual Shirt,FS,42,5388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001263,645,Casual Shirt,HS,39,5388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001264,645,Casual Shirt,FS,40,5388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001266,645,Casual Shirt,HS,40,5388,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001272,575,Casual Shirt,FS,39,5594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001273,575,Casual Shirt,HS,42,5594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001274,575,Casual Shirt,HS,40,5594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001275,575,Casual Shirt,FS,42,5594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001276,575,Casual Shirt,HS,39,5594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001278,695,Casual Shirt,FS,40,5748,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001288,645,Casual Shirt,HS,40,5936,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001302,595,Casual Shirt,HS,39,6037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001303,595,Casual Shirt,HS,40,6037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001304,595,Casual Shirt,HS,42,6037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001305,595,Casual Shirt,HS,44,6037,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001307,595,Casual Shirt,HS,40,6470,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001322,595,Casual Shirt,HS,39,6745,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001324,595,Casual Shirt,HS,42,6745,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001325,695,Casual Shirt,HS,39,7150,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001326,695,Casual Shirt,HS,40,7150,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001327,695,Casual Shirt,HS,42,7150,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001328,695,Casual Shirt,HS,44,7150,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001330,595,Casual Shirt,HS,42,6744,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001331,595,Casual Shirt,HS,39,6746,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001332,595,Casual Shirt,HS,40,6746,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001333,595,Casual Shirt,HS,42,6746,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001343,745,Casual Shirt,FS,40,7946,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001345,695,Casual Shirt,HS,39,7940,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001346,695,Casual Shirt,HS,40,7940,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001350,695,Casual Shirt,FS,40,7940,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001353,595,Casual Shirt,HS,40,7634,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001354,595,Casual Shirt,HS,42,7634,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001362,695,Casual Shirt,HS,39,7223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001363,695,Casual Shirt,HS,40,7223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001364,695,Casual Shirt,HS,42,7223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001366,695,Casual Shirt,FS,39,7223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001367,695,Casual Shirt,FS,40,7223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001373,695,Casual Shirt,FS,39,7169,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001374,695,Casual Shirt,FS,40,7169,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001375,695,Casual Shirt,FS,42,7169,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001393,645,Casual Shirt,NA,40,7769,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001414,645,Casual Shirt,HS,39,7192,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001415,645,Casual Shirt,HS,40,7192,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001416,645,Casual Shirt,HS,42,7192,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001423,695,Casual Shirt,FS,42,7157,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001424,550,Casual Shirt,HS,39,7293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001425,550,Casual Shirt,HS,40,7293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001428,550,Casual Shirt,FS,39,7293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001429,550,Casual Shirt,FS,39,7293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001430,550,Casual Shirt,FS,40,7293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001433,550,Casual Shirt,FS,42,7293,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001435,645,Casual Shirt,HS,40,7772,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001436,645,Casual Shirt,HS,42,7772,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001439,645,Casual Shirt,FS,42,7772,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001445,695,Casual Shirt,FS,40,8829,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001447,695,Casual Shirt,FS,44,8829,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001462,645,Casual Shirt,FS,42,8831,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001463,595,Casual Shirt,HS,39,6238,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001477,695,Casual Shirt,FS,40,8327,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001489,695,Casual Shirt,HS,40,7941,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001495,695,Casual Shirt,HS,39,7900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001496,695,Casual Shirt,HS,40,7900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001497,695,Casual Shirt,HS,42,7900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001499,695,Casual Shirt,FS,39,7900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001500,695,Casual Shirt,FS,40,7900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001501,695,Casual Shirt,FS,42,7900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001511,745,Casual Shirt,FS,42,7918,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001518,745,Casual Shirt,FS,42,7913,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001522,695,Casual Shirt,FS,39,8370,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001579,595,Casual Shirt,NA,39,7632,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001580,595,Casual Shirt,NA,39,7633,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001581,595,Casual Shirt,NA,40,7633,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001585,695,Casual Shirt,NA,40,7198,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001593,595,Casual Shirt,NA,40,7632,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001599,695,Casual Shirt,NA,40,7198,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001600,645,Casual Shirt,NA,40,7770,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001616,695,Casual Shirt,FS,42,7155,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001627,645,Casual Shirt,HS,39,8303,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001628,645,Casual Shirt,HS,40,8303,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001629,645,Casual Shirt,HS,42,8303,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001630,645,Casual Shirt,HS,44,8303,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001631,645,Casual Shirt,HS,39,8292,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001632,645,Casual Shirt,HS,40,8292,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001635,595,Casual Shirt,HS,39,8295,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001642,595,Casual Shirt,FS,39,8734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001643,595,Casual Shirt,FS,40,8734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001644,595,Casual Shirt,FS,42,8734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001645,595,Casual Shirt,HS,39,8734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001646,595,Casual Shirt,HS,40,8734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001647,595,Casual Shirt,HS,42,8734,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001648,645,Casual Shirt,HS,39,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001649,645,Casual Shirt,HS,40,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001650,645,Casual Shirt,HS,42,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001651,645,Casual Shirt,HS,44,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001652,645,Casual Shirt,FS,39,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001653,645,Casual Shirt,FS,40,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001654,645,Casual Shirt,FS,42,7860,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001655,795,Casual Shirt,HS,39,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001656,795,Casual Shirt,HS,40,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001657,795,Casual Shirt,HS,42,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001658,795,Casual Shirt,HS,44,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001659,795,Casual Shirt,FS,39,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001660,795,Casual Shirt,FS,40,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001661,795,Casual Shirt,FS,42,8938,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001662,645,Casual Shirt,HS,39,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001663,645,Casual Shirt,HS,40,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001664,645,Casual Shirt,HS,42,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001665,645,Casual Shirt,HS,44,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001666,645,Casual Shirt,FS,39,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001667,645,Casual Shirt,FS,40,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001668,645,Casual Shirt,FS,42,7869,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001669,645,Casual Shirt,HS,39,8304,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001670,645,Casual Shirt,HS,40,8304,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001671,645,Casual Shirt,HS,42,8304,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001673,595,Casual Shirt,HS,39,8296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001674,595,Casual Shirt,HS,40,8296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001675,595,Casual Shirt,HS,42,8296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001677,595,Casual Shirt,FS,39,8296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001678,595,Casual Shirt,FS,40,8296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001679,595,Casual Shirt,FS,42,8296,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001680,695,Casual Shirt,HS,39,8485,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001681,695,Casual Shirt,HS,40,8485,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001686,695,Casual Shirt,FS,42,8485,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001687,645,Casual Shirt,FS,39,8301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001688,645,Casual Shirt,FS,40,8301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001690,645,Casual Shirt,FS,44,8301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001692,795,Casual Shirt,HS,40,8940,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001696,795,Casual Shirt,FS,40,8940,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001699,695,Casual Shirt,HS,40,8941,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001703,695,Casual Shirt,FS,40,8941,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001705,645,Casual Shirt,HS,39,8302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001706,645,Casual Shirt,HS,40,8302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001707,645,Casual Shirt,HS,42,8302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001708,645,Casual Shirt,HS,44,8302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080001709,645,Casual Shirt,HS,39,8300,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
