Cottonking Pvt. Ltd. -WH,,,,,,,,,,,,,,,,,,,,,,
STOCK REPORT,,,,,,,,,,,,,,,,,,,,,,
From Date : 12-Mar-2012 To : 12-Mar-2012,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , ,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD, ,
ITEM CODE,MRP,Basic Product,Product Specification,Size,Design No.,Production Type,OPENING STOCK,INIT QTY.,CUSTOMER RETURN,STOCK TRN IN,GRN QTY.,QDN/ADJ+,PHYSICAL STOCK (STOCK TAKE) EXCESS,TOTAL RECEIPTS,SOLD QTY.,TR OUT QTY,STOCK DELIVERY,QDN/ADJ-,PHYSICAL STOCK (STOCK TAKE) SHORTAGE,TOTAL OUTWARD,BALANCE STOCK,VALUE
0010030005166,1095,JEANS,NP,38 / 97,8688,SILKY JEANS,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20805
0010030005167,1095,JEANS,NP,40 / 102,8688,SILKY JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005168,1095,JEANS,NP,28 / 71,30717,SILKY JEANS,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8760
0010030005169,1095,JEANS,NP,30 / 76,30717,SILKY JEANS,29,0,0,0,0,0,0,0,1,0,0,0,0,1,28,30660
0010030005170,1095,JEANS,NP,32 / 81,30717,SILKY JEANS,63,0,0,0,0,0,0,0,1,0,0,0,0,1,62,67890
0010030005171,1095,JEANS,NP,34 / 86,30717,SILKY JEANS,74,0,0,0,0,0,0,0,1,0,0,0,0,1,73,79935
0010030005172,1095,JEANS,NP,36 / 91,30717,SILKY JEANS,70,0,0,0,0,0,0,0,1,0,0,0,0,1,69,75555
0010030005173,1095,JEANS,NP,38 / 97,30717,SILKY JEANS,37,0,0,0,0,0,0,0,1,0,0,0,0,1,36,39420
0010030005174,1095,JEANS,NP,40 / 102,30717,SILKY JEANS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9855
0010030005175,1095,JEANS,NP,28 / 71,8689,SILKY JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005176,1095,JEANS,NP,30 / 76,8689,SILKY JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005177,1095,JEANS,NP,32 / 81,8689,SILKY JEANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010030005178,1095,JEANS,NP,34 / 86,8689,SILKY JEANS,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22995
0010030005179,1095,JEANS,NP,36 / 91,8689,SILKY JEANS,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17520
0010030005180,1095,JEANS,NP,38 / 97,8689,SILKY JEANS,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13140
0010030005181,1095,JEANS,NP,40 / 102,8689,SILKY JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005189,1095,JEANS,NP,28 / 71,50031,COMFORT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010030005190,1095,JEANS,NP,30 / 76,50031,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005191,1095,JEANS,NP,32 / 81,50031,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005192,1095,JEANS,NP,34 / 86,50031,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005193,1095,JEANS,NP,36 / 91,50031,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005194,1095,JEANS,NP,38 / 97,50031,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005195,1095,JEANS,NP,40 / 102,50031,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005196,995,JEANS,NP,28 / 71,1703,COMFORT JEANS,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31840
0010030005197,995,JEANS,NP,30 / 76,1703,COMFORT JEANS,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8955
0010030005198,995,JEANS,NP,32 / 81,1703,COMFORT JEANS,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42785
0010030005199,995,JEANS,NP,34 / 86,1703,COMFORT JEANS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30845
0010030005200,995,JEANS,NP,36 / 91,1703,COMFORT JEANS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010030005201,995,JEANS,NP,38 / 97,1703,COMFORT JEANS,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1990
0010030005202,995,JEANS,NP,40 / 102,1703,COMFORT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005203,1195,JEANS,NP,28 / 71,8936,STRETCH CORD JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005204,1195,JEANS,NP,30 / 76,8936,STRETCH CORD JEANS,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4780
0010030005205,1195,JEANS,NP,32 / 81,8936,STRETCH CORD JEANS,23,0,0,0,2,0,0,2,0,0,0,0,0,0,25,29875
0010030005206,1195,JEANS,NP,34 / 86,8936,STRETCH CORD JEANS,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38240
0010030005207,1195,JEANS,NP,36 / 91,8936,STRETCH CORD JEANS,12,0,0,0,1,0,0,1,0,0,0,0,0,0,13,15535
0010030005208,1195,JEANS,NP,38 / 97,8936,STRETCH CORD JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005210,1195,JEANS,NP,28 / 71,8932,STRETCH CORD JEANS,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7170
0010030005211,1195,JEANS,NP,30 / 76,8932,STRETCH CORD JEANS,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14340
0010030005212,1195,JEANS,NP,32 / 81,8932,STRETCH CORD JEANS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37045
0010030005213,1195,JEANS,NP,34 / 86,8932,STRETCH CORD JEANS,47,0,0,0,0,0,0,0,0,0,0,0,0,0,47,56165
0010030005214,1195,JEANS,NP,36 / 91,8932,STRETCH CORD JEANS,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43020
0010030005215,1195,JEANS,NP,38 / 97,8932,STRETCH CORD JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005217,1095,JEANS,NP,28 / 71,8145,COMFORT STRETCH,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22995
0010030005218,1095,JEANS,NP,30 / 76,8145,COMFORT STRETCH,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24090
0010030005219,1095,JEANS,NP,32 / 81,8145,COMFORT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010030005220,1095,JEANS,NP,34 / 86,8145,COMFORT STRETCH,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7665
0010030005221,1095,JEANS,NP,36 / 91,8145,COMFORT STRETCH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2190
0010030005222,1095,JEANS,NP,38 / 97,8145,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005223,1095,JEANS,NP,40 / 102,8145,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005224,1195,JEANS,NP,28 / 71,8937,STRETCH CORD JEANS,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23900
0010030005225,1195,JEANS,NP,30 / 76,8937,STRETCH CORD JEANS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16730
0010030005226,1195,JEANS,NP,32 / 81,8937,STRETCH CORD JEANS,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,51385
0010030005227,1195,JEANS,NP,34 / 86,8937,STRETCH CORD JEANS,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,63335
0010030005228,1195,JEANS,NP,36 / 91,8937,STRETCH CORD JEANS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16730
0010030005229,1195,JEANS,NP,38 / 97,8937,STRETCH CORD JEANS,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15535
0010030005231,1195,JEANS,NP,28 / 71,8933,STRETCH CORD JEANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1195
0010030005232,1195,JEANS,NP,30 / 76,8933,STRETCH CORD JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005233,1195,JEANS,NP,32 / 81,8933,STRETCH CORD JEANS,26,0,0,0,1,0,0,1,0,0,0,0,0,0,27,32265
0010030005234,1195,JEANS,NP,34 / 86,8933,STRETCH CORD JEANS,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66920
0010030005235,1195,JEANS,NP,36 / 91,8933,STRETCH CORD JEANS,41,0,0,0,1,0,0,1,0,0,0,0,0,0,42,50190
0010030005236,1195,JEANS,NP,38 / 97,8933,STRETCH CORD JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005238,1195,JEANS,NP,28 / 71,8935,STRETCH CORD JEANS,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14340
0010030005239,1195,JEANS,NP,30 / 76,8935,STRETCH CORD JEANS,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14340
0010030005240,1195,JEANS,NP,32 / 81,8935,STRETCH CORD JEANS,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66920
0010030005241,1195,JEANS,NP,34 / 86,8935,STRETCH CORD JEANS,36,0,0,0,1,0,0,1,0,0,0,0,0,0,37,44215
0010030005242,1195,JEANS,NP,36 / 91,8935,STRETCH CORD JEANS,40,0,0,0,1,0,0,1,1,0,0,0,0,1,40,47800
0010030005243,1195,JEANS,NP,38 / 97,8935,STRETCH CORD JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005245,1295,JEANS,NP,28 / 71,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005246,1295,JEANS,NP,30 / 76,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005247,1295,JEANS,NP,32 / 81,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005248,1295,JEANS,NP,34 / 86,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005249,1295,JEANS,NP,36 / 91,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005250,1295,JEANS,NP,38 / 97,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005251,1295,JEANS,NP,40 / 102,8230,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005252,1295,JEANS,NP,28 / 71,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005253,1295,JEANS,NP,30 / 76,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005254,1295,JEANS,NP,32 / 81,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005255,1295,JEANS,NP,34 / 86,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005256,1295,JEANS,NP,36 / 91,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005257,1295,JEANS,NP,38 / 97,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005258,1295,JEANS,NP,40 / 102,30768,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005266,1095,JEANS,NP,28 / 71,30774,COMFORT STRETCH,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8760
0010030005267,1095,JEANS,NP,30 / 76,30774,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005268,1095,JEANS,NP,32 / 81,30774,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005269,1095,JEANS,NP,34 / 86,30774,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005270,1095,JEANS,NP,36 / 91,30774,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005271,1095,JEANS,NP,38 / 97,30774,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005272,1095,JEANS,NP,40 / 102,30774,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005273,1095,JEANS,NP,28 / 71,30779,COMFORT STRETCH,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12045
0010030005274,1095,JEANS,NP,30 / 76,30779,COMFORT STRETCH,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7665
0010030005275,1095,JEANS,NP,32 / 81,30779,COMFORT STRETCH,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7665
0010030005276,1095,JEANS,NP,34 / 86,30779,COMFORT STRETCH,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22995
0010030005277,1095,JEANS,NP,36 / 91,30779,COMFORT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010030005278,1095,JEANS,NP,38 / 97,30779,COMFORT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010030005279,1095,JEANS,NP,40 / 102,30779,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005280,1295,JEANS,NP,28 / 71,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005281,1295,JEANS,NP,30 / 76,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005282,1295,JEANS,NP,32 / 81,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005283,1295,JEANS,NP,34 / 86,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005284,1295,JEANS,NP,36 / 91,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005285,1295,JEANS,NP,38 / 97,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005286,1295,JEANS,NP,40 / 102,8143,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005287,1295,JEANS,NP,28 / 71,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005288,1295,JEANS,NP,30 / 76,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005289,1295,JEANS,NP,32 / 81,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005290,1295,JEANS,NP,34 / 86,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005291,1295,JEANS,NP,36 / 91,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005292,1295,JEANS,NP,38 / 97,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005293,1295,JEANS,NP,40 / 102,30787,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005294,1295,JEANS,NP,28 / 71,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005295,1295,JEANS,NP,30 / 76,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005296,1295,JEANS,NP,32 / 81,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005297,1295,JEANS,NP,34 / 86,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005298,1295,JEANS,NP,36 / 91,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005299,1295,JEANS,NP,38 / 97,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005300,1295,JEANS,NP,40 / 102,8139,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005315,1295,JEANS,NP,28 / 71,30820,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005316,1295,JEANS,NP,30 / 76,30820,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005317,1295,JEANS,NP,32 / 81,30820,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005318,1295,JEANS,NP,34 / 86,30820,SLIM FIT JEANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005319,1295,JEANS,NP,36 / 91,30820,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005320,1295,JEANS,NP,38 / 97,30820,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005321,1295,JEANS,NP,40 / 102,30820,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005392,1295,JEANS,NP,28 / 71,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005393,1295,JEANS,NP,30 / 76,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005394,1295,JEANS,NP,32 / 81,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005395,1295,JEANS,NP,34 / 86,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005396,1295,JEANS,NP,36 / 91,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005397,1295,JEANS,NP,38 / 97,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005398,1295,JEANS,NP,40 / 102,30836,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005399,1295,JEANS,NP,28 / 71,30837,PENCIL FIT STRETCH,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3885
0010030005400,1295,JEANS,NP,30 / 76,30837,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005401,1295,JEANS,NP,32 / 81,30837,PENCIL FIT STRETCH,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5180
0010030005402,1295,JEANS,NP,34 / 86,30837,PENCIL FIT STRETCH,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7770
0010030005403,1295,JEANS,NP,36 / 91,30837,PENCIL FIT STRETCH,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16835
0010030005404,1295,JEANS,NP,38 / 97,30837,PENCIL FIT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005405,1295,JEANS,NP,40 / 102,30837,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005406,1295,JEANS,NP,28 / 71,30838,PENCIL FIT STRETCH,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3885
0010030005407,1295,JEANS,NP,30 / 76,30838,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005408,1295,JEANS,NP,32 / 81,30838,PENCIL FIT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005409,1295,JEANS,NP,34 / 86,30838,PENCIL FIT STRETCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005410,1295,JEANS,NP,36 / 91,30838,PENCIL FIT STRETCH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2590
0010030005411,1295,JEANS,NP,38 / 97,30838,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005412,1295,JEANS,NP,40 / 102,30838,PENCIL FIT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005420,1095,JEANS,NP,28 / 71,30839,COMFORT STRETCH,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15330
0010030005421,1095,JEANS,NP,30 / 76,30839,COMFORT STRETCH,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21900
0010030005422,1095,JEANS,NP,32 / 81,30839,COMFORT STRETCH,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83,90885
0010030005423,1095,JEANS,NP,34 / 86,30839,COMFORT STRETCH,20,0,0,0,0,0,0,0,1,0,0,0,0,1,19,20805
0010030005424,1095,JEANS,NP,36 / 91,30839,COMFORT STRETCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005425,1095,JEANS,NP,38 / 97,30839,COMFORT STRETCH,16,0,0,0,0,0,0,0,1,0,0,0,0,1,15,16425
0010030005426,1095,JEANS,NP,40 / 102,30839,COMFORT STRETCH,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2190
0010030005434,1295,JEANS,NP,28 / 71,8141,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005435,1295,JEANS,NP,30 / 76,8141,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005436,1295,JEANS,NP,32 / 81,8141,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005437,1295,JEANS,NP,34 / 86,8141,SLIM FIT JEANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005438,1295,JEANS,NP,36 / 91,8141,SLIM FIT JEANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005439,1295,JEANS,NP,38 / 97,8141,SLIM FIT JEANS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010030005440,1295,JEANS,NP,40 / 102,8141,SLIM FIT JEANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010030005469,1095,JEANS,NP,28 / 71,50021,COMFORT STRETCH,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30660
0010030005470,1095,JEANS,NP,30 / 76,50021,COMFORT STRETCH,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,63510
0010030005471,1095,JEANS,NP,32 / 81,50021,COMFORT STRETCH,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,91980
0010030005472,1095,JEANS,NP,34 / 86,50021,COMFORT STRETCH,98,0,0,0,0,0,0,0,0,0,0,0,0,0,98,107310
0010030005473,1095,JEANS,NP,36 / 91,50021,COMFORT STRETCH,91,0,0,0,0,0,0,0,0,0,0,0,0,0,91,99645
0010030005474,1095,JEANS,NP,38 / 97,50021,COMFORT STRETCH,65,0,0,0,0,0,0,0,0,0,0,0,0,0,65,71175
0010030005475,1095,JEANS,NP,40 / 102,50021,COMFORT STRETCH,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36135
0010030005476,1095,JEANS,NP,28 / 71,50027,COMFORT STRETCH,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21900
0010030005477,1095,JEANS,NP,30 / 76,50027,COMFORT STRETCH,19,0,0,0,0,0,0,0,1,0,0,0,0,1,18,19710
0010030005478,1095,JEANS,NP,32 / 81,50027,COMFORT STRETCH,79,0,0,0,0,0,0,0,5,0,0,0,0,5,74,81030
0010030005479,1095,JEANS,NP,34 / 86,50027,COMFORT STRETCH,84,0,0,0,0,0,0,0,5,0,0,0,0,5,79,86505
0010030005480,1095,JEANS,NP,36 / 91,50027,COMFORT STRETCH,115,0,0,0,0,0,0,0,6,0,0,0,0,6,109,119355
0010030005481,1095,JEANS,NP,38 / 97,50027,COMFORT STRETCH,30,0,0,0,0,0,0,0,5,0,0,0,0,5,25,27375
0010030005483,1095,JEANS,NP,28 / 71,30883,COMFORT STRETCH,0,0,0,0,12,0,0,12,0,0,0,0,0,0,12,13140
0010030005484,1095,JEANS,NP,30 / 76,30883,COMFORT STRETCH,0,0,0,0,33,0,0,33,0,0,0,0,0,0,33,36135
0010030005485,1095,JEANS,NP,32 / 81,30883,COMFORT STRETCH,0,0,0,0,32,0,0,32,0,0,0,0,0,0,32,35040
0010030005486,1095,JEANS,NP,34 / 86,30883,COMFORT STRETCH,0,0,0,0,65,0,0,65,0,0,0,0,0,0,65,71175
0010030005487,1095,JEANS,NP,36 / 91,30883,COMFORT STRETCH,0,0,0,0,62,0,0,62,0,0,0,0,0,0,62,67890
0010030005488,1095,JEANS,NP,38 / 97,30883,COMFORT STRETCH,0,0,0,0,38,0,0,38,0,0,0,0,0,0,38,41610
0010030005489,1095,JEANS,NP,40 / 102,30883,COMFORT STRETCH,0,0,0,0,31,0,0,31,0,0,0,0,0,0,31,33945
0010040000001,180,T-SHIRT,HALF - SH,39 CM,7064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000002,180,T-SHIRT,HALF - SH,39 CM,7064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000003,180,T-SHIRT,HALF - SH,40 CM,7064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000007,180,T-SHIRT,HALF - SH,44 CM,7064,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000021,425,T-SHIRT,HALF - SH,39 CM,7133,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000024,425,T-SHIRT,HALF - SH,44 CM,7133,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000025,180,T-SHIRT,HALF - SH,39 CM,7063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000026,180,T-SHIRT,HALF - SH,40 CM,7063,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000034,300,T-SHIRT,HALF - SH,39 CM,6974,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000038,300,T-SHIRT,HALF - SH,39 CM,6847,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000041,300,T-SHIRT,HALF - SH,44 CM,6847,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000043,180,T-SHIRT,HALF - SH,40 CM,7067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000044,180,T-SHIRT,HALF - SH,42 CM,7067,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010040000055,300,T-SHIRT,HALF - SH,39 CM,7231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
