id,invoice_id,barcode,price,quantity,createtime
125390,869,8900000004065,1395,1,2012-12-26 14:41:51
125391,869,8900000005925,795,1,2012-12-26 14:41:51
125392,869,8900000005987,795,1,2012-12-26 14:41:51
125393,869,8900000006144,1695,1,2012-12-26 14:41:51
125394,869,8900000006151,1695,1,2012-12-26 14:41:51
125395,869,8900000006175,1695,1,2012-12-26 14:41:51
125396,869,8900000006199,1695,1,2012-12-26 14:41:51
125397,869,8900000006205,1695,1,2012-12-26 14:41:51
125398,869,8900000006465,1795,1,2012-12-26 14:41:51
125399,869,8900000006496,1795,1,2012-12-26 14:41:51
125400,869,8900000006540,695,1,2012-12-26 14:41:51
125401,869,8900000006601,695,1,2012-12-26 14:41:51
125402,869,8900000006632,695,1,2012-12-26 14:41:51
125403,869,8900000016457,1395,1,2012-12-26 14:41:51
125404,869,8900000009046,1195,1,2012-12-26 14:41:51
125405,869,8900000010349,895,1,2012-12-26 14:41:51
125406,869,8900000016815,1095,1,2012-12-26 14:41:51
125407,869,8900000016884,1095,1,2012-12-26 14:41:51
125408,869,8900000017027,795,1,2012-12-26 14:41:51
125409,869,8900000021406,1195,1,2012-12-26 14:41:51
125410,869,8900000018130,1695,2,2012-12-26 14:41:51
125411,869,8900000018161,1695,1,2012-12-26 14:41:51
125412,869,8900000068548,895,1,2012-12-26 14:41:51
125413,869,8900000070909,1495,1,2012-12-26 14:41:51
125414,869,8900000070930,1495,1,2012-12-26 14:41:51
